ENSAIO,DIRECAO,VIA,DIST,VARIAVEL,Condition
IRI,VOLTA,CE-155,19.0,1.48,Excellent
IRI,VOLTA,CE-155,19.2,1.69,Excellent
IRI,VOLTA,CE-155,19.4,1.77,Excellent
IRI,VOLTA,CE-155,19.6,2.15,Good
IRI,IDA,CE-060,9.72,3.18,Fair
IRI,IDA,CE-060,9.74,1.41,Excellent
IRI,IDA,CE-060,9.76,2.18,Good
IRI,IDA,CE-060,9.78,2.66,Good
IRI,IDA,CE-060,9.8,3.14,Fair
IRI,IDA,CE-060,9.82,4.25,Poor
IRI,IDA,CE-060,9.84,2.72,Fair
IRI,IDA,CE-060,9.86,2.16,Good
IRI,IDA,CE-060,9.88,2.36,Good
IRI,IDA,CE-060,9.9,2.66,Good
IRI,IDA,CE-060,9.92,3.42,Fair
IRI,IDA,CE-060,9.94,6.59,Very Poor
IRI,IDA,CE-060,9.96,3.18,Fair
IRI,IDA,CE-060,9.98,3.42,Fair
IRI,IDA,CE-060,10.0,1.87,Excellent
IRI,IDA,CE-060,10.02,1.89,Excellent
IRI,IDA,CE-060,10.04,1.86,Excellent
IRI,IDA,CE-060,10.06,2.3,Good
IRI,IDA,CE-060,10.08,2.36,Good
IRI,IDA,CE-060,10.1,3.29,Fair
IRI,IDA,CE-060,10.12,7.39,Very Poor
IRI,IDA,CE-060,10.14,3.46,Fair
IRI,IDA,CE-060,10.16,4.54,Poor
IRI,IDA,CE-060,10.18,4.2,Poor
IRI,IDA,CE-060,10.2,3.05,Fair
IRI,IDA,CE-060,10.22,6.75,Very Poor
IRI,IDA,CE-060,10.24,3.79,Poor
IRI,IDA,CE-060,10.26,3.01,Fair
IRI,IDA,CE-060,10.28,6.75,Very Poor
IRI,IDA,CE-060,10.3,4.17,Poor
IRI,IDA,CE-060,10.32,5.89,Very Poor
IRI,IDA,CE-060,10.34,3.13,Fair
IRI,IDA,CE-060,10.36,3.81,Poor
IRI,IDA,CE-060,10.38,2.44,Good
IRI,IDA,CE-060,10.4,1.99,Excellent
IRI,IDA,CE-060,10.42,2.36,Good
IRI,IDA,CE-060,10.44,2.6,Good
IRI,IDA,CE-060,10.46,2.19,Good
IRI,IDA,CE-060,10.48,2.23,Good
IRI,IDA,CE-060,10.5,2.11,Good
IRI,IDA,CE-060,10.52,1.73,Excellent
IRI,IDA,CE-060,10.54,1.73,Excellent
IRI,IDA,CE-060,10.56,1.57,Excellent
IRI,IDA,CE-060,10.58,2.24,Good
IRI,IDA,CE-060,10.6,2.28,Good
IRI,IDA,CE-060,10.62,1.97,Excellent
IRI,IDA,CE-060,10.64,1.86,Excellent
IRI,IDA,CE-060,10.66,2.12,Good
IRI,IDA,CE-060,10.68,1.92,Excellent
IRI,IDA,CE-060,10.7,1.92,Excellent
IRI,IDA,CE-060,10.72,4.78,Poor
IRI,IDA,CE-060,10.74,2.92,Fair
IRI,IDA,CE-060,10.76,3.69,Poor
IRI,IDA,CE-060,10.78,2.45,Good
IRI,IDA,CE-060,10.8,6.3,Very Poor
IRI,IDA,CE-060,10.82,3.56,Poor
IRI,IDA,CE-060,10.84,1.6,Excellent
IRI,IDA,CE-060,10.86,3.47,Fair
IRI,IDA,CE-060,10.88,2.38,Good
IRI,IDA,CE-060,10.9,4.61,Poor
IRI,IDA,CE-060,10.92,5.8,Very Poor
IRI,IDA,CE-060,10.94,3.2,Fair
IRI,IDA,CE-060,10.96,1.95,Excellent
IRI,IDA,CE-060,10.98,1.77,Excellent
IRI,IDA,CE-060,11.0,3.73,Poor
IRI,IDA,CE-060,11.02,2.1,Good
IRI,IDA,CE-060,11.04,2.61,Good
IRI,IDA,CE-060,11.06,1.34,Excellent
IRI,IDA,CE-060,11.08,3.54,Poor
IRI,IDA,CE-060,11.1,1.97,Excellent
IRI,IDA,CE-060,11.12,1.36,Excellent
IRI,IDA,CE-060,11.14,1.26,Excellent
IRI,IDA,CE-060,11.16,1.22,Excellent
IRI,IDA,CE-060,11.18,2.37,Good
IRI,IDA,CE-060,11.2,1.58,Excellent
IRI,IDA,CE-060,11.22,1.12,Excellent
IRI,IDA,CE-060,11.24,2.7,Good
IRI,IDA,CE-060,11.26,1.56,Excellent
IRI,IDA,CE-060,11.28,1.2,Excellent
IRI,IDA,CE-060,11.3,2.84,Fair
IRI,IDA,CE-060,11.32,3.66,Poor
IRI,IDA,CE-060,11.34,3.87,Poor
IRI,IDA,CE-060,11.36,1.23,Excellent
IRI,IDA,CE-060,11.38,1.24,Excellent
IRI,IDA,CE-060,11.4,1.45,Excellent
IRI,IDA,CE-060,11.42,1.92,Excellent
IRI,IDA,CE-060,11.44,2.04,Good
IRI,IDA,CE-060,11.46,1.53,Excellent
IRI,IDA,CE-060,11.48,9.0,Very Poor
IRI,IDA,CE-060,11.5,3.76,Poor
IRI,IDA,CE-060,11.52,3.68,Poor
IRI,IDA,CE-060,11.54,3.91,Poor
IRI,IDA,CE-060,11.56,5.86,Very Poor
IRI,IDA,CE-060,11.58,4.84,Poor
IRI,IDA,CE-060,11.6,7.91,Very Poor
IRI,IDA,CE-060,11.62,11.28,Very Poor
IRI,IDA,CE-060,11.64,1.52,Excellent
IRI,IDA,CE-060,11.66,1.76,Excellent
IRI,IDA,CE-060,11.68,1.24,Excellent
IRI,IDA,CE-060,11.7,1.59,Excellent
IRI,IDA,CE-060,11.72,2.13,Good
IRI,IDA,CE-060,11.74,2.2,Good
IRI,IDA,CE-060,11.76,1.58,Excellent
IRI,IDA,CE-060,11.78,1.99,Excellent
IRI,IDA,CE-060,11.8,1.75,Excellent
IRI,IDA,CE-060,11.82,1.25,Excellent
IRI,IDA,CE-060,11.84,1.49,Excellent
IRI,IDA,CE-060,11.86,1.43,Excellent
IRI,IDA,CE-060,11.88,2.03,Good
IRI,IDA,CE-060,11.9,1.08,Excellent
IRI,IDA,CE-060,11.92,2.34,Good
IRI,IDA,CE-060,11.94,2.68,Good
IRI,IDA,CE-060,11.96,1.64,Excellent
IRI,IDA,CE-060,11.98,1.73,Excellent
IRI,IDA,CE-060,12.0,2.59,Good
IRI,IDA,CE-060,12.02,2.12,Good
IRI,IDA,CE-060,12.04,1.65,Excellent
IRI,IDA,CE-060,12.06,1.88,Excellent
IRI,IDA,CE-060,12.08,1.46,Excellent
IRI,IDA,CE-060,12.1,3.91,Poor
IRI,IDA,CE-060,12.12,4.95,Poor
IRI,IDA,CE-060,12.14,1.91,Excellent
IRI,IDA,CE-060,12.16,3.04,Fair
IRI,IDA,CE-060,12.18,1.71,Excellent
IRI,IDA,CE-060,12.2,1.55,Excellent
IRI,IDA,CE-060,12.22,1.71,Excellent
IRI,IDA,CE-060,12.24,2.34,Good
IRI,IDA,CE-060,12.26,1.73,Excellent
IRI,IDA,CE-060,12.28,1.63,Excellent
IRI,IDA,CE-060,12.3,1.65,Excellent
IRI,IDA,CE-060,12.32,1.8,Excellent
IRI,IDA,CE-060,12.34,2.69,Good
IRI,IDA,CE-060,12.36,1.59,Excellent
IRI,IDA,CE-060,12.38,4.52,Poor
IRI,IDA,CE-060,12.4,1.21,Excellent
IRI,IDA,CE-060,12.42,2.5,Good
IRI,IDA,CE-060,12.44,1.76,Excellent
IRI,IDA,CE-060,12.46,1.94,Excellent
IRI,IDA,CE-060,12.48,2.78,Fair
IRI,IDA,CE-060,12.5,1.72,Excellent
IRI,IDA,CE-060,12.52,4.53,Poor
IRI,IDA,CE-060,12.54,1.15,Excellent
IRI,IDA,CE-060,12.56,1.84,Excellent
IRI,IDA,CE-060,12.58,1.84,Excellent
IRI,IDA,CE-060,12.6,2.03,Good
IRI,IDA,CE-060,12.62,3.76,Poor
IRI,IDA,CE-060,12.64,2.56,Good
IRI,IDA,CE-060,12.66,2.07,Good
IRI,IDA,CE-060,12.68,1.32,Excellent
IRI,IDA,CE-060,12.7,3.59,Poor
IRI,IDA,CE-060,12.72,9.41,Very Poor
IRI,IDA,CE-060,12.74,1.72,Excellent
IRI,IDA,CE-060,12.76,7.79,Very Poor
IRI,IDA,CE-060,12.78,1.93,Excellent
IRI,IDA,CE-060,12.8,2.94,Fair
IRI,IDA,CE-060,12.82,1.36,Excellent
IRI,IDA,CE-060,12.84,1.6,Excellent
IRI,IDA,CE-060,12.86,1.05,Excellent
IRI,IDA,CE-060,12.88,1.5,Excellent
IRI,IDA,CE-060,12.9,1.59,Excellent
IRI,IDA,CE-060,12.92,1.65,Excellent
IRI,IDA,CE-060,12.94,2.17,Good
IRI,IDA,CE-060,12.96,1.58,Excellent
IRI,IDA,CE-060,12.98,1.67,Excellent
IRI,IDA,CE-060,13.0,6.77,Very Poor
IRI,IDA,CE-060,13.02,1.66,Excellent
IRI,IDA,CE-060,13.04,2.78,Fair
IRI,IDA,CE-060,13.06,5.12,Poor
IRI,IDA,CE-060,13.08,1.39,Excellent
IRI,IDA,CE-060,13.1,4.39,Poor
IRI,IDA,CE-060,13.12,6.17,Very Poor
IRI,IDA,CE-060,13.14,2.4,Good
IRI,IDA,CE-060,13.16,3.72,Poor
IRI,IDA,CE-060,13.18,6.26,Very Poor
IRI,IDA,CE-060,13.2,4.88,Poor
IRI,IDA,CE-060,13.22,4.3,Poor
IRI,IDA,CE-060,13.24,4.9,Poor
IRI,IDA,CE-060,13.26,1.73,Excellent
IRI,IDA,CE-060,13.28,1.34,Excellent
IRI,IDA,CE-060,13.3,1.91,Excellent
IRI,IDA,CE-060,13.32,2.23,Good
IRI,IDA,CE-060,13.34,1.71,Excellent
IRI,IDA,CE-060,13.36,1.78,Excellent
IRI,IDA,CE-060,13.38,1.58,Excellent
IRI,IDA,CE-060,13.4,3.81,Poor
IRI,IDA,CE-060,13.44,7.64,Very Poor
IRI,IDA,CE-060,13.46,4.88,Poor
IRI,IDA,CE-060,13.48,6.6,Very Poor
IRI,IDA,CE-060,13.5,5.18,Poor
IRI,IDA,CE-060,13.52,5.99,Very Poor
IRI,IDA,CE-060,13.54,6.25,Very Poor
IRI,IDA,CE-060,13.56,3.89,Poor
IRI,IDA,CE-060,13.58,4.14,Poor
IRI,IDA,CE-060,13.6,2.08,Good
IRI,IDA,CE-060,13.62,2.67,Good
IRI,IDA,CE-060,13.64,1.96,Excellent
IRI,IDA,CE-060,13.66,3.27,Fair
IRI,IDA,CE-060,13.68,4.16,Poor
IRI,IDA,CE-060,13.7,4.5,Poor
IRI,IDA,CE-060,13.72,4.34,Poor
IRI,IDA,CE-060,13.74,3.89,Poor
IRI,IDA,CE-060,13.76,4.3,Poor
IRI,IDA,CE-060,13.78,2.35,Good
IRI,IDA,CE-060,13.8,2.09,Good
IRI,IDA,CE-060,13.82,1.72,Excellent
IRI,IDA,CE-060,13.84,1.78,Excellent
IRI,IDA,CE-060,13.86,2.54,Good
IRI,IDA,CE-060,13.88,2.51,Good
IRI,IDA,CE-060,13.9,2.56,Good
IRI,IDA,CE-060,13.92,1.79,Excellent
IRI,IDA,CE-060,13.94,2.26,Good
IRI,IDA,CE-060,13.96,5.21,Poor
IRI,IDA,CE-060,13.98,2.68,Good
IRI,IDA,CE-060,14.0,3.74,Poor
IRI,IDA,CE-060,14.02,3.04,Fair
IRI,IDA,CE-060,14.04,2.63,Good
IRI,IDA,CE-060,14.06,1.64,Excellent
IRI,IDA,CE-060,14.08,2.64,Good
IRI,IDA,CE-060,14.1,2.83,Fair
IRI,IDA,CE-060,14.12,1.84,Excellent
IRI,IDA,CE-060,14.14,1.93,Excellent
IRI,IDA,CE-060,14.16,1.57,Excellent
IRI,IDA,CE-060,14.18,1.79,Excellent
IRI,IDA,CE-060,14.2,4.61,Poor
IRI,IDA,CE-060,14.22,3.58,Poor
IRI,IDA,CE-060,14.24,2.62,Good
IRI,IDA,CE-060,14.26,2.19,Good
IRI,IDA,CE-060,14.28,4.37,Poor
IRI,IDA,CE-060,14.3,2.7,Good
IRI,IDA,CE-060,14.32,1.25,Excellent
IRI,IDA,CE-060,14.34,2.12,Good
IRI,IDA,CE-060,14.36,2.43,Good
IRI,IDA,CE-060,14.38,2.69,Good
IRI,IDA,CE-060,14.4,2.89,Fair
IRI,IDA,CE-060,14.42,4.02,Poor
IRI,IDA,CE-060,14.44,3.83,Poor
IRI,IDA,CE-060,14.46,2.67,Good
IRI,IDA,CE-060,14.48,1.53,Excellent
IRI,IDA,CE-060,14.5,2.99,Fair
IRI,IDA,CE-060,14.52,2.73,Fair
IRI,IDA,CE-060,14.54,1.9,Excellent
IRI,IDA,CE-060,14.56,2.03,Good
IRI,IDA,CE-060,14.58,4.72,Poor
IRI,IDA,CE-060,14.6,2.05,Good
IRI,IDA,CE-060,14.62,3.13,Fair
IRI,IDA,CE-060,14.64,3.91,Poor
IRI,IDA,CE-060,14.66,1.39,Excellent
IRI,IDA,CE-060,14.68,3.78,Poor
IRI,IDA,CE-060,14.7,2.58,Good
IRI,IDA,CE-060,14.72,2.0,Excellent
IRI,IDA,CE-060,14.74,1.64,Excellent
IRI,IDA,CE-060,14.76,1.88,Excellent
IRI,IDA,CE-060,14.78,1.29,Excellent
IRI,IDA,CE-060,14.8,2.12,Good
IRI,IDA,CE-060,14.82,2.77,Fair
IRI,IDA,CE-060,14.84,1.65,Excellent
IRI,IDA,CE-060,14.86,2.88,Fair
IRI,IDA,CE-060,14.88,2.67,Good
IRI,IDA,CE-060,14.9,2.13,Good
IRI,IDA,CE-060,14.92,2.41,Good
IRI,IDA,CE-060,14.94,2.39,Good
IRI,IDA,CE-060,14.96,4.52,Poor
IRI,IDA,CE-060,14.98,6.07,Very Poor
IRI,IDA,CE-060,15.0,3.04,Fair
IRI,IDA,CE-060,15.02,2.26,Good
IRI,IDA,CE-060,15.04,3.32,Fair
IRI,IDA,CE-060,15.06,3.87,Poor
IRI,IDA,CE-060,15.08,2.28,Good
IRI,IDA,CE-060,15.1,3.31,Fair
IRI,IDA,CE-060,15.12,1.44,Excellent
IRI,IDA,CE-060,15.14,3.38,Fair
IRI,IDA,CE-060,15.16,2.41,Good
IRI,IDA,CE-060,15.18,1.16,Excellent
IRI,IDA,CE-060,15.2,2.63,Good
IRI,IDA,CE-060,15.22,2.33,Good
IRI,IDA,CE-060,15.24,2.15,Good
IRI,IDA,CE-060,15.26,3.62,Poor
IRI,IDA,CE-060,15.28,1.9,Excellent
IRI,IDA,CE-060,15.3,2.19,Good
IRI,IDA,CE-060,15.32,2.14,Good
IRI,IDA,CE-060,15.34,1.99,Excellent
IRI,IDA,CE-060,15.36,1.19,Excellent
IRI,IDA,CE-060,15.38,1.66,Excellent
IRI,IDA,CE-060,15.4,2.14,Good
IRI,IDA,CE-060,15.42,2.39,Good
IRI,IDA,CE-060,15.44,2.48,Good
IRI,IDA,CE-060,15.46,1.48,Excellent
IRI,IDA,CE-060,15.48,2.11,Good
IRI,IDA,CE-060,15.5,2.53,Good
IRI,IDA,CE-060,15.52,2.68,Good
IRI,IDA,CE-060,15.54,1.55,Excellent
IRI,IDA,CE-060,15.56,3.02,Fair
IRI,IDA,CE-060,15.58,1.42,Excellent
IRI,IDA,CE-060,15.6,2.14,Good
IRI,IDA,CE-060,15.62,4.8,Poor
IRI,IDA,CE-060,15.64,2.42,Good
IRI,IDA,CE-060,15.66,2.16,Good
IRI,IDA,CE-060,15.68,2.1,Good
IRI,IDA,CE-060,15.7,4.35,Poor
IRI,IDA,CE-060,15.72,1.52,Excellent
IRI,IDA,CE-060,15.74,3.57,Poor
IRI,IDA,CE-060,15.76,3.36,Fair
IRI,IDA,CE-060,15.78,1.58,Excellent
IRI,IDA,CE-060,15.8,1.65,Excellent
IRI,IDA,CE-060,15.82,1.08,Excellent
IRI,IDA,CE-060,15.84,2.06,Good
IRI,IDA,CE-060,15.86,2.57,Good
IRI,IDA,CE-060,15.88,2.27,Good
IRI,IDA,CE-060,15.9,1.95,Excellent
IRI,IDA,CE-060,15.92,2.6,Good
IRI,IDA,CE-060,15.94,1.87,Excellent
IRI,IDA,CE-060,15.96,2.73,Fair
IRI,IDA,CE-060,15.98,2.18,Good
IRI,IDA,CE-060,16.0,3.33,Fair
IRI,IDA,CE-060,16.02,2.8,Fair
IRI,IDA,CE-060,16.04,2.05,Good
IRI,IDA,CE-060,16.06,2.69,Good
IRI,IDA,CE-060,16.08,2.87,Fair
IRI,IDA,CE-060,16.1,2.23,Good
IRI,IDA,CE-060,16.12,1.84,Excellent
IRI,IDA,CE-060,16.14,2.03,Good
IRI,IDA,CE-060,16.16,1.56,Excellent
IRI,IDA,CE-060,16.18,1.81,Excellent
IRI,IDA,CE-060,16.2,2.46,Good
IRI,IDA,CE-060,16.22,1.51,Excellent
IRI,IDA,CE-060,16.24,1.48,Excellent
IRI,IDA,CE-060,16.26,3.17,Fair
IRI,IDA,CE-060,16.28,1.89,Excellent
IRI,IDA,CE-060,16.3,1.45,Excellent
IRI,IDA,CE-060,16.32,1.9,Excellent
IRI,IDA,CE-060,16.34,3.42,Fair
IRI,IDA,CE-060,16.36,2.25,Good
IRI,IDA,CE-060,16.38,1.32,Excellent
IRI,IDA,CE-060,16.4,1.76,Excellent
IRI,IDA,CE-060,16.42,5.32,Poor
IRI,IDA,CE-060,16.44,2.19,Good
IRI,IDA,CE-060,16.46,2.73,Fair
IRI,IDA,CE-060,16.48,2.24,Good
IRI,IDA,CE-060,16.5,2.45,Good
IRI,IDA,CE-060,16.52,2.28,Good
IRI,IDA,CE-060,16.54,1.89,Excellent
IRI,IDA,CE-060,16.56,1.36,Excellent
IRI,IDA,CE-060,16.58,3.09,Fair
IRI,IDA,CE-060,16.6,2.45,Good
IRI,IDA,CE-060,16.62,2.65,Good
IRI,IDA,CE-060,16.64,1.06,Excellent
IRI,IDA,CE-060,16.66,2.68,Good
IRI,IDA,CE-060,16.68,3.34,Fair
IRI,IDA,CE-060,16.7,2.7,Good
IRI,IDA,CE-060,16.72,1.99,Excellent
IRI,IDA,CE-060,16.74,2.94,Fair
IRI,IDA,CE-060,16.76,2.01,Good
IRI,IDA,CE-060,16.78,2.67,Good
IRI,IDA,CE-060,16.8,2.83,Fair
IRI,IDA,CE-060,16.82,2.73,Fair
IRI,IDA,CE-060,16.84,2.15,Good
IRI,IDA,CE-060,16.86,2.23,Good
IRI,IDA,CE-060,16.88,4.17,Poor
IRI,IDA,CE-060,16.9,1.95,Excellent
IRI,IDA,CE-060,16.92,2.56,Good
IRI,IDA,CE-060,16.94,5.66,Very Poor
IRI,IDA,CE-060,16.96,2.04,Good
IRI,IDA,CE-060,16.98,3.25,Fair
IRI,IDA,CE-060,17.0,1.52,Excellent
IRI,IDA,CE-060,17.02,1.92,Excellent
IRI,IDA,CE-060,17.04,3.64,Poor
IRI,IDA,CE-060,17.06,2.96,Fair
IRI,IDA,CE-060,17.08,1.7,Excellent
IRI,IDA,CE-060,17.1,2.49,Good
IRI,IDA,CE-060,17.12,2.85,Fair
IRI,IDA,CE-060,17.14,2.13,Good
IRI,IDA,CE-060,17.16,3.87,Poor
IRI,IDA,CE-060,17.18,1.38,Excellent
IRI,IDA,CE-060,17.2,1.46,Excellent
IRI,IDA,CE-060,17.22,4.36,Poor
IRI,IDA,CE-060,17.24,2.66,Good
IRI,IDA,CE-060,17.28,2.33,Good
IRI,IDA,CE-060,17.3,2.48,Good
IRI,IDA,CE-060,17.32,6.13,Very Poor
IRI,IDA,CE-060,17.34,3.63,Poor
IRI,IDA,CE-060,17.36,2.75,Fair
IRI,IDA,CE-060,17.38,2.89,Fair
IRI,IDA,CE-060,17.4,2.64,Good
IRI,IDA,CE-060,17.42,2.36,Good
IRI,IDA,CE-060,17.44,2.81,Fair
IRI,IDA,CE-060,17.46,1.52,Excellent
IRI,IDA,CE-060,17.48,1.71,Excellent
IRI,IDA,CE-060,17.5,2.98,Fair
IRI,IDA,CE-060,17.52,1.01,Excellent
IRI,IDA,CE-060,17.54,1.72,Excellent
IRI,IDA,CE-060,17.56,1.56,Excellent
IRI,IDA,CE-060,17.58,1.62,Excellent
IRI,IDA,CE-060,17.6,3.6,Poor
IRI,IDA,CE-060,17.62,6.51,Very Poor
IRI,IDA,CE-060,17.64,2.89,Fair
IRI,IDA,CE-060,17.66,3.18,Fair
IRI,IDA,CE-060,17.68,3.02,Fair
IRI,IDA,CE-060,17.7,2.14,Good
IRI,IDA,CE-060,17.72,2.79,Fair
IRI,IDA,CE-060,17.74,5.6,Very Poor
IRI,IDA,CE-060,17.76,2.28,Good
IRI,IDA,CE-060,17.78,3.89,Poor
IRI,IDA,CE-060,17.8,1.8,Excellent
IRI,IDA,CE-060,17.82,3.7,Poor
IRI,IDA,CE-060,17.84,1.45,Excellent
IRI,IDA,CE-060,17.86,2.53,Good
IRI,IDA,CE-060,17.88,1.55,Excellent
IRI,IDA,CE-060,17.9,2.86,Fair
IRI,IDA,CE-060,17.92,2.45,Good
IRI,IDA,CE-060,17.94,2.26,Good
IRI,IDA,CE-060,17.96,1.99,Excellent
IRI,IDA,CE-060,17.98,1.53,Excellent
IRI,IDA,CE-060,18.0,2.07,Good
IRI,IDA,CE-060,18.02,1.87,Excellent
IRI,IDA,CE-060,18.04,4.83,Poor
IRI,IDA,CE-060,18.06,3.28,Fair
IRI,IDA,CE-060,18.08,2.31,Good
IRI,IDA,CE-060,18.1,2.87,Fair
IRI,IDA,CE-060,18.12,2.07,Good
IRI,IDA,CE-060,18.14,2.97,Fair
IRI,IDA,CE-060,18.16,1.44,Excellent
IRI,IDA,CE-060,18.18,1.64,Excellent
IRI,IDA,CE-060,18.2,1.54,Excellent
IRI,IDA,CE-060,18.22,1.75,Excellent
IRI,IDA,CE-060,18.24,3.39,Fair
IRI,IDA,CE-060,18.26,1.63,Excellent
IRI,IDA,CE-060,18.28,2.39,Good
IRI,IDA,CE-060,18.3,1.91,Excellent
IRI,IDA,CE-060,18.32,3.0,Fair
IRI,IDA,CE-060,18.34,1.41,Excellent
IRI,IDA,CE-060,18.36,2.0,Excellent
IRI,IDA,CE-060,18.38,2.17,Good
IRI,IDA,CE-060,18.4,1.3,Excellent
IRI,IDA,CE-060,18.42,2.48,Good
IRI,IDA,CE-060,18.44,2.46,Good
IRI,IDA,CE-060,18.46,1.83,Excellent
IRI,IDA,CE-060,18.48,1.97,Excellent
IRI,IDA,CE-060,18.5,1.87,Excellent
IRI,IDA,CE-060,18.52,1.29,Excellent
IRI,IDA,CE-060,18.54,2.05,Good
IRI,IDA,CE-060,18.56,1.58,Excellent
IRI,IDA,CE-060,18.58,1.63,Excellent
IRI,IDA,CE-060,18.6,2.01,Good
IRI,IDA,CE-060,18.62,2.57,Good
IRI,IDA,CE-060,18.64,1.64,Excellent
IRI,IDA,CE-060,18.66,1.66,Excellent
IRI,IDA,CE-060,18.68,1.56,Excellent
IRI,IDA,CE-060,18.7,2.11,Good
IRI,IDA,CE-060,18.72,2.25,Good
IRI,IDA,CE-060,18.74,2.76,Fair
IRI,IDA,CE-060,18.76,2.38,Good
IRI,IDA,CE-060,18.78,1.83,Excellent
IRI,IDA,CE-060,18.8,1.3,Excellent
IRI,IDA,CE-060,18.82,1.61,Excellent
IRI,IDA,CE-060,18.84,3.28,Fair
IRI,IDA,CE-060,18.86,2.84,Fair
IRI,IDA,CE-060,18.88,2.19,Good
IRI,IDA,CE-060,18.9,2.9,Fair
IRI,IDA,CE-060,18.92,1.69,Excellent
IRI,IDA,CE-060,18.94,2.41,Good
IRI,IDA,CE-060,18.96,2.02,Good
IRI,IDA,CE-060,18.98,3.65,Poor
IRI,IDA,CE-060,19.0,2.98,Fair
IRI,IDA,CE-060,19.02,2.53,Good
IRI,IDA,CE-060,19.04,4.2,Poor
IRI,IDA,CE-060,19.06,2.8,Fair
IRI,IDA,CE-060,19.08,3.62,Poor
IRI,IDA,CE-060,19.1,3.17,Fair
IRI,IDA,CE-060,19.12,2.91,Fair
IRI,IDA,CE-060,19.14,4.17,Poor
IRI,IDA,CE-060,19.18,6.85,Very Poor
IRI,IDA,CE-060,19.2,1.72,Excellent
IRI,IDA,CE-060,19.22,1.61,Excellent
IRI,IDA,CE-060,19.24,1.47,Excellent
IRI,IDA,CE-060,19.26,1.5,Excellent
IRI,IDA,CE-060,19.28,1.98,Excellent
IRI,IDA,CE-060,19.3,2.49,Good
IRI,IDA,CE-060,19.32,2.18,Good
IRI,IDA,CE-060,19.34,3.61,Poor
IRI,IDA,CE-060,19.36,1.84,Excellent
IRI,IDA,CE-060,19.38,2.31,Good
IRI,IDA,CE-060,19.4,1.98,Excellent
IRI,IDA,CE-060,19.42,2.03,Good
IRI,IDA,CE-060,19.44,2.03,Good
IRI,IDA,CE-060,19.46,1.64,Excellent
IRI,IDA,CE-060,19.48,2.64,Good
IRI,IDA,CE-060,19.5,1.81,Excellent
IRI,IDA,CE-060,19.52,1.41,Excellent
IRI,IDA,CE-060,19.54,2.28,Good
IRI,IDA,CE-060,19.56,1.52,Excellent
IRI,IDA,CE-060,19.58,3.28,Fair
IRI,IDA,CE-060,19.6,8.18,Very Poor
IRI,IDA,CE-060,19.62,2.49,Good
IRI,IDA,CE-060,19.64,3.16,Fair
IRI,IDA,CE-060,19.66,1.99,Excellent
IRI,IDA,CE-060,19.68,2.16,Good
IRI,IDA,CE-060,19.7,2.11,Good
IRI,IDA,CE-060,19.72,1.83,Excellent
IRI,IDA,CE-060,19.74,2.57,Good
IRI,IDA,CE-060,19.76,1.51,Excellent
IRI,IDA,CE-060,19.78,2.55,Good
IRI,IDA,CE-060,19.8,1.71,Excellent
IRI,IDA,CE-060,19.82,2.05,Good
IRI,IDA,CE-060,19.84,1.94,Excellent
IRI,IDA,CE-060,19.86,2.85,Fair
IRI,IDA,CE-060,19.88,2.45,Good
IRI,IDA,CE-060,19.9,3.07,Fair
IRI,IDA,CE-060,19.92,1.4,Excellent
IRI,IDA,CE-060,19.94,1.72,Excellent
IRI,IDA,CE-060,19.96,1.63,Excellent
IRI,IDA,CE-060,19.98,1.55,Excellent
IRI,IDA,CE-060,20.0,2.07,Good
IRI,IDA,CE-060,20.02,1.85,Excellent
IRI,IDA,CE-060,20.04,1.58,Excellent
IRI,IDA,CE-060,20.06,2.39,Good
IRI,IDA,CE-060,20.08,2.52,Good
IRI,IDA,CE-060,20.1,1.96,Excellent
IRI,IDA,CE-060,20.12,3.49,Fair
IRI,IDA,CE-060,20.14,2.42,Good
IRI,IDA,CE-060,20.16,2.6,Good
IRI,IDA,CE-060,20.18,2.43,Good
IRI,IDA,CE-060,20.2,1.47,Excellent
IRI,IDA,CE-060,20.22,2.53,Good
IRI,IDA,CE-060,20.24,2.69,Good
IRI,IDA,CE-060,20.26,2.06,Good
IRI,IDA,CE-060,20.28,1.91,Excellent
IRI,IDA,CE-060,20.3,2.13,Good
IRI,IDA,CE-060,20.32,1.55,Excellent
IRI,IDA,CE-060,20.34,1.48,Excellent
IRI,IDA,CE-060,20.36,2.51,Good
IRI,IDA,CE-060,20.38,3.0,Fair
IRI,IDA,CE-060,20.4,3.2,Fair
IRI,IDA,CE-060,20.42,1.72,Excellent
IRI,IDA,CE-060,20.44,1.11,Excellent
IRI,IDA,CE-060,20.46,2.4,Good
IRI,IDA,CE-060,20.48,2.19,Good
IRI,IDA,CE-060,20.5,2.72,Fair
IRI,IDA,CE-060,20.52,2.93,Fair
IRI,IDA,CE-060,20.54,2.67,Good
IRI,IDA,CE-060,20.56,2.18,Good
IRI,IDA,CE-060,20.58,1.83,Excellent
IRI,IDA,CE-060,20.6,2.57,Good
IRI,IDA,CE-060,20.62,1.22,Excellent
IRI,IDA,CE-060,20.64,3.79,Poor
IRI,IDA,CE-060,20.66,6.54,Very Poor
IRI,IDA,CE-060,20.68,2.47,Good
IRI,IDA,CE-060,20.7,2.01,Good
IRI,IDA,CE-060,20.72,3.1,Fair
IRI,IDA,CE-060,20.74,3.28,Fair
IRI,IDA,CE-060,20.76,2.19,Good
