ENSAIO,DIRECAO,VIA,DIST,VARIAVEL,Condition
IRI,IDA,CE-240,24.48,2.15,Good
IRI,IDA,CE-240,24.5,1.64,Excellent
IRI,IDA,CE-240,24.52,2.05,Good
IRI,IDA,CE-240,24.54,2.07,Good
IRI,IDA,CE-240,24.56,1.81,Excellent
IRI,IDA,CE-240,24.58,1.67,Excellent
IRI,IDA,CE-240,24.6,2.24,Good
IRI,IDA,CE-240,24.62,1.38,Excellent
IRI,IDA,CE-240,24.64,1.58,Excellent
IRI,IDA,CE-240,24.66,1.99,Excellent
IRI,IDA,CE-240,24.68,1.22,Excellent
IRI,IDA,CE-240,24.7,1.72,Excellent
IRI,IDA,CE-240,24.72,1.42,Excellent
IRI,IDA,CE-240,24.74,1.37,Excellent
IRI,IDA,CE-240,24.76,1.6,Excellent
IRI,IDA,CE-240,24.78,3.61,Poor
IRI,IDA,CE-240,24.8,1.68,Excellent
IRI,IDA,CE-240,24.82,1.75,Excellent
IRI,IDA,CE-240,24.84,3.02,Fair
IRI,IDA,CE-240,24.86,2.26,Good
IRI,IDA,CE-240,24.88,2.68,Good
IRI,IDA,CE-240,24.9,2.32,Good
IRI,IDA,CE-240,24.92,2.11,Good
IRI,IDA,CE-240,24.94,2.28,Good
IRI,IDA,CE-240,24.96,1.67,Excellent
IRI,IDA,CE-240,24.98,1.93,Excellent
IRI,IDA,CE-240,25.0,1.48,Excellent
IRI,IDA,CE-240,25.02,1.48,Excellent
IRI,IDA,CE-240,25.04,1.59,Excellent
IRI,IDA,CE-240,25.06,1.57,Excellent
IRI,IDA,CE-240,25.08,2.16,Good
IRI,IDA,CE-240,25.1,1.93,Excellent
IRI,IDA,CE-240,25.12,2.5,Good
IRI,IDA,CE-240,25.14,2.63,Good
IRI,IDA,CE-240,25.16,2.63,Good
IRI,IDA,CE-240,25.18,2.04,Good
IRI,IDA,CE-240,25.2,2.22,Good
IRI,IDA,CE-240,25.22,2.73,Fair
IRI,IDA,CE-240,25.24,2.25,Good
IRI,IDA,CE-240,25.26,1.78,Excellent
IRI,IDA,CE-240,25.28,1.79,Excellent
IRI,IDA,CE-240,25.3,2.39,Good
IRI,IDA,CE-240,25.32,2.09,Good
IRI,IDA,CE-240,25.34,2.34,Good
IRI,IDA,CE-240,25.36,1.5,Excellent
IRI,IDA,CE-240,25.38,1.92,Excellent
IRI,IDA,CE-240,25.4,1.97,Excellent
IRI,IDA,CE-240,25.42,1.89,Excellent
IRI,IDA,CE-240,25.44,1.89,Excellent
IRI,IDA,CE-240,25.46,1.95,Excellent
IRI,IDA,CE-240,25.48,1.84,Excellent
IRI,IDA,CE-240,25.5,1.85,Excellent
IRI,IDA,CE-240,25.52,2.12,Good
IRI,IDA,CE-240,25.54,2.1,Good
IRI,IDA,CE-240,25.56,3.37,Fair
IRI,IDA,CE-240,25.58,2.79,Fair
IRI,IDA,CE-240,25.6,2.47,Good
IRI,IDA,CE-240,25.62,2.57,Good
IRI,IDA,CE-240,25.64,1.9,Excellent
IRI,IDA,CE-240,25.66,1.89,Excellent
IRI,IDA,CE-240,25.68,2.51,Good
IRI,IDA,CE-240,25.7,2.25,Good
IRI,IDA,CE-240,25.72,2.4,Good
IRI,IDA,CE-240,25.74,2.03,Good
IRI,IDA,CE-240,25.76,2.58,Good
IRI,IDA,CE-240,25.78,1.69,Excellent
IRI,IDA,CE-240,25.8,1.98,Excellent
IRI,IDA,CE-240,25.82,2.42,Good
IRI,IDA,CE-240,25.84,1.43,Excellent
IRI,IDA,CE-240,25.86,2.11,Good
IRI,IDA,CE-240,25.88,2.1,Good
IRI,IDA,CE-240,25.9,2.18,Good
IRI,IDA,CE-240,25.92,2.07,Good
IRI,IDA,CE-240,25.94,1.73,Excellent
IRI,IDA,CE-240,25.96,2.29,Good
IRI,IDA,CE-240,25.98,1.89,Excellent
IRI,IDA,CE-240,26.0,4.19,Poor
IRI,IDA,CE-240,26.02,1.6,Excellent
IRI,IDA,CE-240,26.04,2.39,Good
IRI,IDA,CE-240,26.06,1.52,Excellent
IRI,IDA,CE-240,26.08,1.87,Excellent
IRI,IDA,CE-240,26.1,2.23,Good
IRI,IDA,CE-240,26.12,2.22,Good
IRI,IDA,CE-240,26.14,1.84,Excellent
IRI,IDA,CE-240,26.16,2.69,Good
IRI,IDA,CE-240,26.18,1.73,Excellent
IRI,IDA,CE-240,26.2,2.22,Good
IRI,IDA,CE-240,26.22,1.82,Excellent
IRI,IDA,CE-240,26.24,1.85,Excellent
IRI,IDA,CE-240,26.26,2.96,Fair
IRI,IDA,CE-240,26.28,1.94,Excellent
IRI,IDA,CE-240,26.3,1.61,Excellent
IRI,IDA,CE-240,26.32,1.85,Excellent
IRI,IDA,CE-240,26.34,1.88,Excellent
IRI,IDA,CE-240,26.36,1.46,Excellent
IRI,IDA,CE-240,26.38,1.87,Excellent
IRI,IDA,CE-240,26.4,2.01,Good
IRI,IDA,CE-240,26.42,1.42,Excellent
IRI,IDA,CE-240,26.44,1.79,Excellent
IRI,IDA,CE-240,26.46,1.66,Excellent
IRI,IDA,CE-240,26.48,2.19,Good
IRI,IDA,CE-240,26.5,3.62,Poor
IRI,IDA,CE-240,26.52,2.54,Good
IRI,IDA,CE-240,26.54,1.74,Excellent
IRI,IDA,CE-240,26.56,1.49,Excellent
IRI,IDA,CE-240,26.58,1.74,Excellent
IRI,IDA,CE-240,26.6,1.76,Excellent
IRI,IDA,CE-240,26.62,1.36,Excellent
IRI,IDA,CE-240,26.64,1.47,Excellent
IRI,IDA,CE-240,26.66,1.24,Excellent
IRI,IDA,CE-240,26.68,1.59,Excellent
IRI,IDA,CE-240,26.7,1.85,Excellent
IRI,IDA,CE-240,26.72,1.81,Excellent
IRI,IDA,CE-240,26.74,1.52,Excellent
IRI,IDA,CE-240,26.76,1.78,Excellent
IRI,IDA,CE-240,26.78,1.36,Excellent
IRI,IDA,CE-240,26.8,1.99,Excellent
IRI,IDA,CE-240,26.82,1.29,Excellent
IRI,IDA,CE-240,26.84,2.06,Good
IRI,IDA,CE-240,26.86,1.43,Excellent
IRI,IDA,CE-240,26.88,1.29,Excellent
IRI,IDA,CE-240,26.9,2.74,Fair
IRI,IDA,CE-240,26.92,1.48,Excellent
IRI,IDA,CE-240,26.94,2.19,Good
IRI,IDA,CE-240,26.96,1.87,Excellent
IRI,IDA,CE-240,26.98,1.36,Excellent
IRI,IDA,CE-240,27.0,1.54,Excellent
IRI,IDA,CE-240,27.02,1.57,Excellent
IRI,IDA,CE-240,27.04,2.0,Excellent
IRI,IDA,CE-240,27.06,1.7,Excellent
IRI,IDA,CE-240,27.08,1.52,Excellent
IRI,IDA,CE-240,27.1,1.9,Excellent
IRI,IDA,CE-240,27.12,1.88,Excellent
IRI,IDA,CE-240,27.14,2.25,Good
IRI,IDA,CE-240,27.16,1.39,Excellent
IRI,IDA,CE-240,27.18,1.61,Excellent
IRI,IDA,CE-240,27.2,3.06,Fair
IRI,IDA,CE-240,27.22,3.3,Fair
IRI,IDA,CE-240,27.24,1.58,Excellent
IRI,IDA,CE-240,27.26,1.91,Excellent
IRI,IDA,CE-240,27.28,1.55,Excellent
IRI,IDA,CE-240,27.3,1.21,Excellent
IRI,IDA,CE-240,27.32,1.83,Excellent
IRI,IDA,CE-240,27.34,1.27,Excellent
IRI,IDA,CE-240,27.36,1.56,Excellent
IRI,IDA,CE-240,27.38,1.36,Excellent
IRI,IDA,CE-240,27.4,1.68,Excellent
IRI,IDA,CE-240,27.42,2.03,Good
IRI,IDA,CE-240,27.44,1.8,Excellent
IRI,IDA,CE-240,27.46,1.38,Excellent
IRI,IDA,CE-240,27.48,1.85,Excellent
IRI,IDA,CE-240,27.5,2.38,Good
IRI,IDA,CE-240,27.52,1.42,Excellent
IRI,IDA,CE-240,27.54,1.57,Excellent
IRI,IDA,CE-240,27.56,1.72,Excellent
IRI,IDA,CE-240,27.58,1.23,Excellent
IRI,IDA,CE-240,27.6,2.07,Good
IRI,IDA,CE-240,27.62,2.4,Good
IRI,IDA,CE-240,27.64,2.75,Fair
IRI,IDA,CE-240,27.66,1.8,Excellent
IRI,IDA,CE-240,27.68,1.71,Excellent
IRI,IDA,CE-240,27.7,1.82,Excellent
IRI,IDA,CE-240,27.72,1.38,Excellent
IRI,IDA,CE-240,27.74,1.69,Excellent
IRI,IDA,CE-240,27.76,1.74,Excellent
IRI,IDA,CE-240,27.78,1.52,Excellent
IRI,IDA,CE-240,27.8,2.11,Good
IRI,IDA,CE-240,27.82,1.48,Excellent
IRI,IDA,CE-240,27.84,1.78,Excellent
IRI,IDA,CE-240,27.86,2.31,Good
IRI,IDA,CE-240,27.88,1.96,Excellent
IRI,IDA,CE-240,27.9,1.62,Excellent
IRI,IDA,CE-240,27.92,2.41,Good
IRI,IDA,CE-240,27.94,2.42,Good
IRI,IDA,CE-240,27.96,2.13,Good
IRI,IDA,CE-240,27.98,2.26,Good
IRI,IDA,CE-240,28.0,2.24,Good
IRI,IDA,CE-240,28.02,1.6,Excellent
IRI,IDA,CE-240,28.04,1.86,Excellent
IRI,IDA,CE-240,28.06,3.13,Fair
IRI,IDA,CE-240,28.08,3.38,Fair
IRI,IDA,CE-240,28.1,1.98,Excellent
IRI,IDA,CE-240,28.12,1.69,Excellent
IRI,IDA,CE-240,28.14,2.07,Good
IRI,IDA,CE-240,28.16,2.01,Good
IRI,IDA,CE-240,28.18,2.23,Good
IRI,IDA,CE-240,28.2,2.01,Good
IRI,IDA,CE-240,28.22,1.98,Excellent
IRI,IDA,CE-240,28.24,1.75,Excellent
IRI,IDA,CE-240,28.26,1.89,Excellent
IRI,IDA,CE-240,28.28,1.57,Excellent
IRI,IDA,CE-240,28.3,2.38,Good
IRI,IDA,CE-240,28.32,2.34,Good
IRI,IDA,CE-240,28.34,1.45,Excellent
IRI,IDA,CE-240,28.36,2.16,Good
IRI,IDA,CE-240,28.38,2.25,Good
IRI,IDA,CE-240,28.4,3.18,Fair
IRI,IDA,CE-240,28.42,1.8,Excellent
IRI,IDA,CE-240,28.44,1.93,Excellent
IRI,IDA,CE-240,28.46,1.64,Excellent
IRI,IDA,CE-240,28.48,3.38,Fair
IRI,IDA,CE-240,28.5,2.07,Good
IRI,IDA,CE-240,28.52,1.73,Excellent
IRI,IDA,CE-240,28.54,1.58,Excellent
IRI,IDA,CE-240,28.56,1.54,Excellent
IRI,IDA,CE-240,28.58,1.51,Excellent
IRI,IDA,CE-240,28.6,1.22,Excellent
IRI,IDA,CE-240,28.62,1.42,Excellent
IRI,IDA,CE-240,28.64,1.76,Excellent
IRI,IDA,CE-240,28.66,1.89,Excellent
IRI,IDA,CE-240,28.68,1.88,Excellent
IRI,IDA,CE-240,28.7,2.01,Good
IRI,IDA,CE-240,28.72,2.58,Good
IRI,IDA,CE-240,28.74,2.55,Good
IRI,IDA,CE-240,28.76,3.04,Fair
IRI,IDA,CE-240,28.78,1.76,Excellent
IRI,IDA,CE-240,28.8,2.18,Good
IRI,IDA,CE-240,28.82,2.03,Good
IRI,IDA,CE-240,28.84,1.47,Excellent
IRI,IDA,CE-240,28.86,1.72,Excellent
IRI,IDA,CE-240,28.88,2.09,Good
IRI,IDA,CE-240,28.9,1.65,Excellent
IRI,IDA,CE-240,28.92,2.89,Fair
IRI,IDA,CE-240,28.94,3.18,Fair
IRI,IDA,CE-240,28.96,3.28,Fair
IRI,IDA,CE-240,28.98,3.92,Poor
IRI,IDA,CE-240,29.0,3.41,Fair
IRI,IDA,CE-240,29.02,1.73,Excellent
IRI,IDA,CE-240,29.04,2.25,Good
IRI,IDA,CE-240,29.06,2.04,Good
IRI,IDA,CE-240,29.08,1.76,Excellent
IRI,IDA,CE-240,29.1,2.59,Good
IRI,IDA,CE-240,29.12,1.79,Excellent
IRI,IDA,CE-240,29.14,1.71,Excellent
IRI,IDA,CE-240,29.16,1.84,Excellent
IRI,IDA,CE-240,29.18,1.68,Excellent
IRI,IDA,CE-240,29.2,1.79,Excellent
IRI,IDA,CE-240,29.22,1.81,Excellent
IRI,IDA,CE-240,29.24,1.66,Excellent
IRI,IDA,CE-240,29.26,2.18,Good
IRI,IDA,CE-240,29.28,2.1,Good
IRI,IDA,CE-240,29.3,2.2,Good
IRI,IDA,CE-240,29.32,3.42,Fair
IRI,IDA,CE-240,29.34,4.07,Poor
IRI,IDA,CE-240,29.36,2.63,Good
IRI,IDA,CE-240,29.38,1.98,Excellent
IRI,IDA,CE-240,29.4,2.82,Fair
IRI,IDA,CE-240,29.42,1.78,Excellent
IRI,IDA,CE-240,29.44,2.81,Fair
IRI,IDA,CE-240,29.46,4.11,Poor
IRI,IDA,CE-240,29.48,2.28,Good
IRI,IDA,CE-240,29.5,3.27,Fair
IRI,IDA,CE-240,29.52,1.98,Excellent
IRI,IDA,CE-240,29.54,2.14,Good
IRI,IDA,CE-240,29.56,2.96,Fair
IRI,VOLTA,CE-240,0.0,4.07,Poor
IRI,VOLTA,CE-240,0.02,2.55,Good
IRI,VOLTA,CE-240,0.04,6.8,Very Poor
IRI,VOLTA,CE-240,0.06,4.85,Poor
IRI,VOLTA,CE-240,0.08,3.66,Poor
IRI,VOLTA,CE-240,0.1,3.33,Fair
IRI,VOLTA,CE-240,0.12,3.63,Poor
IRI,VOLTA,CE-240,0.14,1.85,Excellent
IRI,VOLTA,CE-240,0.16,2.47,Good
IRI,VOLTA,CE-240,0.18,1.72,Excellent
IRI,VOLTA,CE-240,0.2,2.23,Good
IRI,VOLTA,CE-240,0.22,2.56,Good
IRI,VOLTA,CE-240,0.24,2.58,Good
IRI,VOLTA,CE-240,0.26,2.69,Good
IRI,VOLTA,CE-240,0.28,2.75,Fair
IRI,VOLTA,CE-240,0.3,4.23,Poor
IRI,VOLTA,CE-240,0.32,3.29,Fair
IRI,VOLTA,CE-240,0.34,2.53,Good
IRI,VOLTA,CE-240,0.36,2.18,Good
IRI,VOLTA,CE-240,0.38,3.79,Poor
IRI,VOLTA,CE-240,0.4,2.95,Fair
IRI,VOLTA,CE-240,0.42,2.85,Fair
IRI,VOLTA,CE-240,0.44,3.06,Fair
IRI,VOLTA,CE-240,0.46,2.27,Good
IRI,VOLTA,CE-240,0.48,2.29,Good
IRI,VOLTA,CE-240,0.5,2.19,Good
IRI,VOLTA,CE-240,0.52,4.71,Poor
IRI,VOLTA,CE-240,0.54,4.26,Poor
IRI,VOLTA,CE-240,0.56,4.88,Poor
IRI,VOLTA,CE-240,0.58,2.17,Good
IRI,VOLTA,CE-240,0.6,2.09,Good
IRI,VOLTA,CE-240,0.62,2.15,Good
IRI,VOLTA,CE-240,0.64,2.36,Good
IRI,VOLTA,CE-240,0.66,1.77,Excellent
IRI,VOLTA,CE-240,0.68,2.18,Good
IRI,VOLTA,CE-240,0.7,2.61,Good
IRI,VOLTA,CE-240,0.72,2.17,Good
IRI,VOLTA,CE-240,0.74,2.65,Good
IRI,VOLTA,CE-240,0.76,3.17,Fair
IRI,VOLTA,CE-240,0.78,2.79,Fair
IRI,VOLTA,CE-240,0.8,2.35,Good
IRI,VOLTA,CE-240,0.82,1.88,Excellent
IRI,VOLTA,CE-240,0.84,2.11,Good
IRI,VOLTA,CE-240,0.86,2.18,Good
IRI,VOLTA,CE-240,0.88,3.59,Poor
IRI,VOLTA,CE-240,0.9,2.54,Good
IRI,VOLTA,CE-240,0.92,2.17,Good
IRI,VOLTA,CE-240,0.94,2.5,Good
IRI,VOLTA,CE-240,0.96,2.67,Good
IRI,VOLTA,CE-240,0.98,2.68,Good
IRI,VOLTA,CE-240,1.0,1.82,Excellent
IRI,VOLTA,CE-240,1.02,1.79,Excellent
IRI,VOLTA,CE-240,1.04,2.0,Excellent
IRI,VOLTA,CE-240,1.06,2.51,Good
IRI,VOLTA,CE-240,1.08,2.33,Good
IRI,VOLTA,CE-240,1.1,2.38,Good
IRI,VOLTA,CE-240,1.12,1.69,Excellent
IRI,VOLTA,CE-240,1.14,1.5,Excellent
IRI,VOLTA,CE-240,1.16,2.12,Good
IRI,VOLTA,CE-240,1.18,1.44,Excellent
IRI,VOLTA,CE-240,1.2,1.78,Excellent
IRI,VOLTA,CE-240,1.22,1.69,Excellent
IRI,VOLTA,CE-240,1.24,1.48,Excellent
IRI,VOLTA,CE-240,1.26,1.71,Excellent
IRI,VOLTA,CE-240,1.28,1.22,Excellent
IRI,VOLTA,CE-240,1.3,1.55,Excellent
IRI,VOLTA,CE-240,1.32,1.79,Excellent
IRI,VOLTA,CE-240,1.34,2.29,Good
IRI,VOLTA,CE-240,1.36,1.75,Excellent
IRI,VOLTA,CE-240,1.38,2.04,Good
IRI,VOLTA,CE-240,1.4,2.86,Fair
IRI,VOLTA,CE-240,1.42,2.12,Good
IRI,VOLTA,CE-240,1.44,1.99,Excellent
IRI,VOLTA,CE-240,1.46,2.76,Fair
IRI,VOLTA,CE-240,1.48,4.18,Poor
IRI,VOLTA,CE-240,1.5,2.56,Good
IRI,VOLTA,CE-240,1.52,1.64,Excellent
IRI,VOLTA,CE-240,1.54,1.9,Excellent
IRI,VOLTA,CE-240,1.56,2.82,Fair
IRI,VOLTA,CE-240,1.58,2.44,Good
IRI,VOLTA,CE-240,1.6,2.59,Good
IRI,VOLTA,CE-240,1.62,1.76,Excellent
IRI,VOLTA,CE-240,1.64,1.63,Excellent
IRI,VOLTA,CE-240,1.66,2.23,Good
IRI,VOLTA,CE-240,1.68,1.08,Excellent
IRI,VOLTA,CE-240,1.7,1.85,Excellent
IRI,VOLTA,CE-240,1.72,1.33,Excellent
IRI,VOLTA,CE-240,1.74,1.58,Excellent
IRI,VOLTA,CE-240,1.76,1.62,Excellent
IRI,VOLTA,CE-240,1.78,1.22,Excellent
IRI,VOLTA,CE-240,1.8,1.62,Excellent
IRI,VOLTA,CE-240,1.82,1.94,Excellent
IRI,VOLTA,CE-240,1.84,2.53,Good
IRI,VOLTA,CE-240,1.86,2.79,Fair
IRI,VOLTA,CE-240,1.88,2.6,Good
IRI,VOLTA,CE-240,1.9,3.4,Fair
IRI,VOLTA,CE-240,1.92,2.44,Good
IRI,VOLTA,CE-240,1.94,2.49,Good
IRI,VOLTA,CE-240,1.96,2.47,Good
IRI,VOLTA,CE-240,1.98,2.27,Good
IRI,VOLTA,CE-240,2.0,1.86,Excellent
IRI,VOLTA,CE-240,2.02,1.81,Excellent
IRI,VOLTA,CE-240,2.04,1.65,Excellent
IRI,VOLTA,CE-240,2.06,2.0,Excellent
IRI,VOLTA,CE-240,2.08,1.87,Excellent
IRI,VOLTA,CE-240,2.1,1.31,Excellent
IRI,VOLTA,CE-240,2.12,2.44,Good
IRI,VOLTA,CE-240,2.14,2.1,Good
IRI,VOLTA,CE-240,2.16,1.97,Excellent
IRI,VOLTA,CE-240,2.18,2.08,Good
IRI,VOLTA,CE-240,2.2,2.61,Good
IRI,VOLTA,CE-240,2.22,2.4,Good
IRI,VOLTA,CE-240,2.24,2.8,Fair
IRI,VOLTA,CE-240,2.26,1.82,Excellent
IRI,VOLTA,CE-240,2.28,1.35,Excellent
IRI,VOLTA,CE-240,2.3,1.58,Excellent
IRI,VOLTA,CE-240,2.32,1.87,Excellent
IRI,VOLTA,CE-240,2.34,1.61,Excellent
IRI,VOLTA,CE-240,2.36,1.64,Excellent
IRI,VOLTA,CE-240,2.38,1.74,Excellent
IRI,VOLTA,CE-240,2.4,1.02,Excellent
IRI,VOLTA,CE-240,2.42,1.67,Excellent
IRI,VOLTA,CE-240,2.44,1.35,Excellent
IRI,VOLTA,CE-240,2.46,1.49,Excellent
IRI,VOLTA,CE-240,2.48,1.71,Excellent
IRI,VOLTA,CE-240,2.5,1.67,Excellent
IRI,VOLTA,CE-240,2.52,2.07,Good
IRI,VOLTA,CE-240,2.54,1.75,Excellent
IRI,VOLTA,CE-240,2.56,1.82,Excellent
IRI,VOLTA,CE-240,2.58,2.06,Good
IRI,VOLTA,CE-240,2.6,2.16,Good
IRI,VOLTA,CE-240,2.62,2.04,Good
IRI,VOLTA,CE-240,2.64,1.64,Excellent
IRI,VOLTA,CE-240,2.66,2.95,Fair
IRI,VOLTA,CE-240,2.68,3.46,Fair
IRI,VOLTA,CE-240,2.7,1.71,Excellent
IRI,VOLTA,CE-240,2.72,1.82,Excellent
IRI,VOLTA,CE-240,2.74,2.11,Good
IRI,VOLTA,CE-240,2.76,1.53,Excellent
IRI,VOLTA,CE-240,2.78,1.66,Excellent
IRI,VOLTA,CE-240,2.8,2.6,Good
IRI,VOLTA,CE-240,2.82,1.73,Excellent
IRI,VOLTA,CE-240,2.84,2.03,Good
IRI,VOLTA,CE-240,2.86,1.58,Excellent
IRI,VOLTA,CE-240,2.88,1.46,Excellent
IRI,VOLTA,CE-240,2.9,1.6,Excellent
IRI,VOLTA,CE-240,2.92,2.06,Good
IRI,VOLTA,CE-240,2.94,1.95,Excellent
IRI,VOLTA,CE-240,2.96,2.04,Good
IRI,VOLTA,CE-240,2.98,1.98,Excellent
IRI,VOLTA,CE-240,3.0,1.66,Excellent
IRI,VOLTA,CE-240,3.02,1.79,Excellent
IRI,VOLTA,CE-240,3.04,2.41,Good
IRI,VOLTA,CE-240,3.06,1.82,Excellent
IRI,VOLTA,CE-240,3.08,2.07,Good
IRI,VOLTA,CE-240,3.1,1.95,Excellent
IRI,VOLTA,CE-240,3.12,4.59,Poor
IRI,VOLTA,CE-240,3.14,2.41,Good
IRI,VOLTA,CE-240,3.16,2.37,Good
IRI,VOLTA,CE-240,3.18,1.6,Excellent
IRI,VOLTA,CE-240,3.2,1.7,Excellent
IRI,VOLTA,CE-240,3.22,1.61,Excellent
IRI,VOLTA,CE-240,3.24,1.73,Excellent
IRI,VOLTA,CE-240,3.26,2.1,Good
IRI,VOLTA,CE-240,3.28,2.14,Good
IRI,VOLTA,CE-240,3.3,2.2,Good
IRI,VOLTA,CE-240,3.32,1.59,Excellent
IRI,VOLTA,CE-240,3.34,1.84,Excellent
IRI,VOLTA,CE-240,3.36,2.54,Good
IRI,VOLTA,CE-240,3.38,2.61,Good
IRI,VOLTA,CE-240,3.4,2.86,Fair
IRI,VOLTA,CE-240,3.42,1.79,Excellent
IRI,VOLTA,CE-240,3.44,2.36,Good
IRI,VOLTA,CE-240,3.46,2.02,Good
IRI,VOLTA,CE-240,3.48,1.95,Excellent
IRI,VOLTA,CE-240,3.5,1.73,Excellent
IRI,VOLTA,CE-240,3.52,1.86,Excellent
IRI,VOLTA,CE-240,3.54,1.39,Excellent
IRI,VOLTA,CE-240,3.56,1.54,Excellent
IRI,VOLTA,CE-240,3.58,1.81,Excellent
IRI,VOLTA,CE-240,3.6,2.26,Good
IRI,VOLTA,CE-240,3.62,2.13,Good
IRI,VOLTA,CE-240,3.64,2.24,Good
IRI,VOLTA,CE-240,3.66,2.35,Good
IRI,VOLTA,CE-240,3.68,3.06,Fair
IRI,VOLTA,CE-240,3.7,2.47,Good
IRI,VOLTA,CE-240,3.72,1.9,Excellent
IRI,VOLTA,CE-240,3.74,2.08,Good
IRI,VOLTA,CE-240,3.76,1.69,Excellent
IRI,VOLTA,CE-240,3.78,3.24,Fair
IRI,VOLTA,CE-240,3.8,2.03,Good
IRI,VOLTA,CE-240,3.82,1.69,Excellent
IRI,VOLTA,CE-240,3.84,2.11,Good
IRI,VOLTA,CE-240,3.86,2.22,Good
IRI,VOLTA,CE-240,3.88,3.25,Fair
IRI,VOLTA,CE-240,3.9,2.43,Good
IRI,VOLTA,CE-240,3.92,1.66,Excellent
IRI,VOLTA,CE-240,3.94,1.9,Excellent
IRI,VOLTA,CE-240,3.96,1.43,Excellent
IRI,VOLTA,CE-240,3.98,1.92,Excellent
IRI,VOLTA,CE-240,4.0,1.91,Excellent
IRI,VOLTA,CE-240,4.02,1.86,Excellent
IRI,VOLTA,CE-240,4.04,1.66,Excellent
IRI,VOLTA,CE-240,4.06,1.6,Excellent
IRI,VOLTA,CE-240,4.08,2.03,Good
IRI,VOLTA,CE-240,4.1,1.37,Excellent
IRI,VOLTA,CE-240,4.12,2.54,Good
IRI,VOLTA,CE-240,4.14,3.78,Poor
IRI,VOLTA,CE-240,4.16,2.1,Good
IRI,VOLTA,CE-240,4.18,2.1,Good
IRI,VOLTA,CE-240,4.2,2.5,Good
IRI,VOLTA,CE-240,4.22,1.83,Excellent
IRI,VOLTA,CE-240,4.24,2.16,Good
IRI,VOLTA,CE-240,4.26,2.75,Fair
IRI,VOLTA,CE-240,4.28,1.76,Excellent
IRI,VOLTA,CE-240,4.3,1.65,Excellent
IRI,VOLTA,CE-240,4.32,1.99,Excellent
IRI,VOLTA,CE-240,4.34,2.65,Good
IRI,VOLTA,CE-240,4.36,1.47,Excellent
IRI,VOLTA,CE-240,4.38,1.61,Excellent
IRI,VOLTA,CE-240,4.4,1.86,Excellent
IRI,VOLTA,CE-240,4.42,1.85,Excellent
IRI,VOLTA,CE-240,4.44,1.62,Excellent
IRI,VOLTA,CE-240,4.46,1.95,Excellent
IRI,VOLTA,CE-240,4.48,1.35,Excellent
IRI,VOLTA,CE-240,4.5,1.79,Excellent
IRI,VOLTA,CE-240,4.52,1.71,Excellent
IRI,VOLTA,CE-240,4.54,2.86,Fair
IRI,VOLTA,CE-240,4.56,2.0,Excellent
IRI,VOLTA,CE-240,4.58,1.47,Excellent
IRI,VOLTA,CE-240,4.6,1.54,Excellent
IRI,VOLTA,CE-240,4.62,1.46,Excellent
IRI,VOLTA,CE-240,4.64,2.55,Good
IRI,VOLTA,CE-240,4.66,1.83,Excellent
IRI,VOLTA,CE-240,4.68,2.12,Good
IRI,VOLTA,CE-240,4.7,2.3,Good
IRI,VOLTA,CE-240,4.72,1.45,Excellent
IRI,VOLTA,CE-240,4.74,1.84,Excellent
IRI,VOLTA,CE-240,4.76,2.5,Good
IRI,VOLTA,CE-240,4.78,1.71,Excellent
IRI,VOLTA,CE-240,4.8,1.42,Excellent
IRI,VOLTA,CE-240,4.82,2.22,Good
IRI,VOLTA,CE-240,4.84,1.72,Excellent
IRI,VOLTA,CE-240,4.86,1.65,Excellent
IRI,VOLTA,CE-240,4.88,2.03,Good
IRI,VOLTA,CE-240,4.9,1.85,Excellent
IRI,VOLTA,CE-240,4.92,2.3,Good
IRI,VOLTA,CE-240,4.94,2.34,Good
IRI,VOLTA,CE-240,4.96,1.96,Excellent
IRI,VOLTA,CE-240,4.98,2.07,Good
IRI,VOLTA,CE-240,5.0,2.07,Good
IRI,VOLTA,CE-240,5.02,1.58,Excellent
IRI,VOLTA,CE-240,5.04,3.1,Fair
IRI,VOLTA,CE-240,5.06,2.04,Good
IRI,VOLTA,CE-240,5.08,2.2,Good
IRI,VOLTA,CE-240,5.1,2.72,Fair
IRI,VOLTA,CE-240,5.12,2.13,Good
IRI,VOLTA,CE-240,5.14,1.46,Excellent
IRI,VOLTA,CE-240,5.16,1.9,Excellent
IRI,VOLTA,CE-240,5.18,1.74,Excellent
IRI,VOLTA,CE-240,5.2,1.69,Excellent
IRI,VOLTA,CE-240,5.22,1.75,Excellent
IRI,VOLTA,CE-240,5.24,2.0,Excellent
IRI,VOLTA,CE-240,5.26,1.85,Excellent
IRI,VOLTA,CE-240,5.28,3.05,Fair
IRI,VOLTA,CE-240,5.3,1.72,Excellent
IRI,VOLTA,CE-240,5.32,2.42,Good
IRI,VOLTA,CE-240,5.34,1.91,Excellent
IRI,VOLTA,CE-240,5.36,1.58,Excellent
IRI,VOLTA,CE-240,5.38,2.13,Good
IRI,VOLTA,CE-240,5.4,1.82,Excellent
IRI,VOLTA,CE-240,5.42,1.69,Excellent
IRI,VOLTA,CE-240,5.44,3.17,Fair
IRI,VOLTA,CE-240,5.46,1.58,Excellent
IRI,VOLTA,CE-240,5.48,2.58,Good
IRI,VOLTA,CE-240,5.5,2.45,Good
IRI,VOLTA,CE-240,5.52,2.62,Good
